Domain,Web_Traffic,Have_At,SubDomain,Prefix/Suffix,Have_IP,URL_Depth,Redirection,TinyURL,Digit_count,Domain_Age,Label
publicbackgroundchecks.com,0,0,0,0,0,1,0,0,2,0,0
pierregauthier.be,1,0,0,0,0,2,0,0,0,1,0
factbites.com,0,0,0,0,0,2,0,0,4,0,0
youtube.com,0,0,0,0,0,1,0,0,3,0,0
arstechnica.com,0,0,0,0,0,5,0,0,6,1,0
historicalartmedals.com,0,0,0,0,0,3,0,0,19,0,0
swishscout.com,0,0,0,0,0,0,0,1,4,0,0
nfl.com,0,0,0,0,0,1,0,0,4,0,0
genius.com,0,0,0,0,0,3,0,0,12,0,0
streema.com,0,0,0,0,0,2,0,0,4,0,0
city-data.com,0,0,0,1,0,2,0,0,0,0,0
census-info.us,0,0,0,1,0,2,0,0,0,0,0
en.wikipedia.org,0,0,0,0,0,2,0,0,0,0,0
reuters.com,0,0,0,0,0,5,0,0,24,0,0
amazon.com,0,0,0,0,0,3,0,0,5,0,0
ratchet.wikia.com,0,0,0,0,0,2,0,0,0,0,0
en.wikipedia.org,0,0,0,0,0,2,0,0,0,0,0
smalleyandcompany.com,0,0,0,0,0,0,0,0,0,0,0
searchextreme.com,0,0,0,0,0,3,0,0,11,0,0
qc.allpages.com,0,0,0,0,0,3,0,0,0,0,0
genius.com,0,0,0,0,0,1,0,0,0,0,0
salvationarmy.ca,1,0,0,0,0,4,0,0,8,1,0
fiveknuckles.com,0,0,0,0,0,2,0,0,0,0,0
nasdaq.com,0,0,0,0,0,2,0,0,18,0,0
cifstate.org,0,0,0,0,0,0,0,0,0,0,0
amazon.com,0,0,0,0,0,3,0,0,5,0,0
streema.com,0,0,0,0,0,2,0,0,2,0,0
allenedmonds.com,0,0,0,0,0,3,0,0,0,0,0
worldgolf.com,0,0,0,0,0,3,0,0,6,0,0
facebook.com,0,0,0,0,0,3,0,0,15,0,0
newswire.ca,0,0,0,0,0,4,0,0,6,1,0
theblurb.ca,0,0,0,0,0,3,0,0,6,0,0
myspace.com,0,0,0,0,0,1,0,0,0,0,0
bigsight.org,0,0,0,0,0,2,0,0,0,0,0
familytreeassistant.com,0,0,0,0,0,2,0,1,0,1,0
judgepedia.org,0,0,0,0,0,2,0,0,0,0,0
bdnews24.com,0,0,0,0,0,5,0,0,10,0,0
legacy.com,0,0,0,0,0,3,0,0,9,0,0
dealernewsblog.com,0,0,0,0,0,4,0,0,8,1,0
spokeo.com,0,0,0,0,0,1,0,0,0,0,0
epw.senate.gov,0,0,1,0,0,2,0,0,20,1,0
windsorstar.com,0,0,0,0,0,4,0,0,7,0,0
depositphotos.com,0,0,1,0,0,1,0,0,39,0,0
youtube.com,0,0,0,0,0,1,0,0,1,0,0
tvguide.com,0,0,0,0,0,3,0,0,6,0,0
ca.indeed.com,0,0,0,0,0,1,0,0,0,0,0
theflowerexpert.com,0,0,0,0,0,4,0,1,0,0,0
suitelorraine.com,0,0,0,0,0,3,0,0,0,0,0
tombennettphotography.com,1,0,0,0,0,1,0,0,0,0,0
spanamwar.com,0,0,0,0,0,1,0,0,1,0,0
youtube.com,0,0,0,0,0,1,0,0,0,0,0
militaryframesandmore.com,0,0,0,0,0,1,0,0,0,0,0
tsn.ca,0,0,0,0,0,2,0,0,6,0,0
mylife.com,0,0,0,0,0,1,0,0,9,0,0
freepages.genealogy.rootsweb.ancestry.com,0,0,1,0,0,5,0,0,0,0,0
orderandchaosworld.webs.com,0,0,0,0,0,0,0,0,0,0,0
cheshirebmd.org.uk,0,0,0,0,0,2,0,0,0,0,0
spoke.com,0,0,0,0,0,4,0,0,0,0,0
myspace.com,0,0,0,0,0,1,0,0,0,0,0
pipl.com,0,0,0,0,0,4,0,0,0,0,0
emuparadise.me,0,0,0,0,0,2,0,0,16,0,0
modelmayhem.com,0,0,0,0,0,1,0,0,6,0,0
sfsignal.com,0,0,0,0,0,4,0,0,6,0,0
thefreedictionary.com,0,0,0,0,0,1,0,0,0,0,0
buzzfil.net,0,0,0,0,0,4,0,0,5,1,0
torcache.net,0,0,1,0,0,2,0,0,29,0,0
movies.nytimes.com,0,0,0,0,0,4,0,0,6,0,0
timewarnercable.com,0,0,0,0,0,3,0,0,7,1,0
facebook.com,0,0,0,0,0,3,0,0,15,0,0
newpontiaccars.net,1,0,0,0,0,1,0,0,4,1,0
bellhotel-telaviv.com,0,0,0,1,0,0,0,0,0,0,0
manta.com,0,0,0,0,0,3,0,0,2,0,0
careers-americafirst.icims.com,0,0,0,1,0,0,0,0,0,0,0
wrestling-match.com,0,0,0,1,0,1,0,0,0,1,0
bdnews24.com,0,0,0,0,0,5,0,0,10,0,0
americansouthwest.net,0,0,0,0,0,3,0,0,0,1,0
thefreedictionary.com,0,0,0,0,0,1,0,0,0,0,0
92ndma.org,0,0,0,0,0,1,0,0,5,0,0
jigsaw.com,0,0,0,0,0,2,0,0,8,0,0
alliancealert.org,0,0,0,0,0,4,0,0,8,0,0
flickr.com,0,0,0,0,0,3,0,0,10,0,0
code.google.com,0,0,0,0,0,6,0,0,0,0,0
blog.inacentaur.com,0,0,0,0,0,0,0,0,0,0,0
obits.al.com,0,0,0,0,0,3,0,0,11,1,0
reedconstructiondata.com,0,0,0,0,0,5,0,0,10,0,0
linkedin.com,0,0,0,0,0,5,0,0,7,0,0
music.aol.com,0,0,0,0,0,4,0,0,7,0,0
msn.foxsports.com,0,0,0,0,0,5,0,0,5,0,0
brooklynvegan.com,0,0,0,0,0,4,0,0,6,0,0
1m1f.com,0,0,0,0,0,1,0,0,2,0,0
baseballcardshopper.com,0,0,0,0,0,2,0,0,2,0,0
yellowpages.com,0,0,0,0,0,3,0,0,9,1,0
factbites.com,0,0,0,0,0,2,0,0,0,0,0
gibsondunn.com,0,0,0,0,0,2,0,0,0,0,0
hmrc.gov.uk,1,0,0,0,0,2,0,0,0,1,0
people.famouswhy.com,0,0,0,0,0,1,0,0,0,0,0
nationaljobs.washingtonpost.com,0,0,0,0,0,4,0,1,1,1,0
superuser.com,0,0,0,0,0,3,0,0,9,1,0
mediabase.com,0,0,0,0,0,3,0,0,2,0,0
shell.ca,0,0,0,0,0,9,0,0,6,0,0
dawnbreakersinc.com,1,0,0,0,0,0,0,0,5,1,0
en.wikipedia.org,0,0,0,0,0,2,0,0,0,0,0
ago.net,0,0,0,0,0,1,0,0,0,0,0
protectedstatic.blogspot.com,1,0,0,0,0,0,0,1,0,1,0
animenewsnetwork.com,0,0,0,0,0,2,0,0,4,0,0
indianexpress.com,0,0,0,0,0,4,0,0,20,0,0
mylife.com,0,0,0,0,0,1,0,0,0,0,0
topangamessenger.com,0,0,0,0,0,1,0,0,4,0,0
ca.sports.yahoo.com,0,0,0,0,0,3,0,0,4,0,0
airnav.com,0,0,0,0,0,2,0,0,1,0,0
ehow.com,0,0,0,0,0,1,0,0,13,1,0
wiki.terrariaonline.com,0,0,0,0,0,1,0,0,0,0,0
wn.com,0,0,0,0,0,1,0,0,0,0,0
jamconnect.com,0,0,0,0,0,0,0,1,0,0,0
edu.gov.on.ca,0,0,1,0,0,3,0,0,0,0,0
trailcanada.com,0,0,0,0,0,1,0,0,0,0,0
giantbomb.com,0,0,0,0,0,2,0,0,7,0,0
ebay.com,0,0,0,0,0,2,0,0,0,0,0
facebook.com,0,0,0,0,0,1,0,0,0,0,0
hollywood.com,0,0,0,0,0,3,0,0,6,0,0
b9dm.com,0,0,1,0,0,15,0,0,6,0,0
mpra.ub.uni-muenchen.de,0,0,0,1,0,1,0,0,5,1,0
supermarkets.building.co.uk,0,0,0,0,0,0,0,0,0,0,0
forum.hddguru.com,0,0,0,0,0,1,0,0,4,0,0
trulia.com,0,0,0,0,0,2,0,0,18,0,0
discoverczech.com,0,0,0,0,0,2,0,0,1,0,0
themaneater.com,0,0,0,0,0,2,0,0,0,0,0
elyrics.net,0,0,0,0,0,4,0,0,0,0,0
cyc.com,0,0,0,0,0,3,0,0,0,0,0
vitals.com,0,0,0,0,0,2,0,0,0,0,0
nytimes.com,0,0,0,0,0,6,0,0,8,0,0
thinkprogress.org,0,0,0,0,0,6,0,0,14,0,0
ycharts.com,0,0,0,0,0,2,0,0,1,0,0
wsjm.com,0,0,0,0,0,2,0,0,8,0,0
venturebeat.com,0,0,0,0,0,4,0,1,8,0,0
theposselist.com,0,0,0,0,0,3,0,1,0,0,0
particle.physics.ucdavis.edu,0,0,1,0,0,2,0,0,0,1,0
persistencecapital.com,0,0,0,0,0,1,0,0,0,0,0
babycenter.com,0,0,0,0,0,1,0,0,5,1,0
bleacherreport.com,0,0,0,0,0,2,0,1,6,1,0
amazon.com,0,0,0,0,0,3,0,0,5,0,0
hockeyfights.com,0,0,0,0,0,2,0,0,3,0,0
acronyms.thefreedictionary.com,0,0,0,0,0,1,0,0,0,0,0
gsmarena.com,0,0,0,0,0,1,0,0,2,1,0
carteblanche-blog.blogspot.com,1,0,0,1,0,0,0,1,0,1,0
imdb.com,0,0,0,0,0,2,0,0,7,0,0
reading.ac.uk,1,0,0,0,0,4,0,0,0,1,0
amazon.com,0,0,0,0,0,3,0,0,7,0,0
myspace.com,0,0,0,0,0,1,0,0,0,0,0
facebook.com,0,0,0,0,0,3,0,0,10,0,0
manta.com,0,0,0,0,0,4,0,0,2,0,0
yelp.com,0,0,0,0,0,2,0,0,0,0,0
unclevinniescomedyclub.com,0,0,0,0,0,0,0,0,0,0,0
herecomestheguide.com,0,0,0,0,0,3,0,0,0,0,0
arkansas.com,0,0,0,0,0,4,0,0,0,0,0
ideas.repec.org,0,0,0,0,0,4,0,0,6,0,0
ohlalamag.com,0,0,0,0,0,2,0,0,0,0,0
genealogy.com,0,0,0,0,0,7,0,0,4,0,0
eboutique.cirquedusoleil.com,0,0,0,0,0,0,0,0,0,0,0
examiner.com,0,0,0,0,0,2,0,0,0,0,0
sing365.com,0,0,0,0,0,4,0,0,28,0,0
filmsandtv.com,0,0,0,0,0,2,0,0,0,0,0
local.yahoo.com,0,0,0,0,0,1,0,0,8,0,0
nesn.com,0,0,0,0,0,3,0,0,6,0,0
kotaku.com,0,0,0,0,0,2,0,0,10,1,0
classmates.com,0,0,0,0,0,3,0,0,14,1,0
sputnikmusic.com,0,0,0,0,0,3,0,0,4,0,0
8coupons.com,0,0,0,0,0,2,0,0,6,0,0
blog.thecirclegrouptruth.com,1,0,0,0,0,5,0,0,7,1,0
model.portal2006.com,1,0,0,0,0,4,0,0,4,1,0
hotfrog.ca,0,0,0,0,0,3,0,0,0,1,0
altiusdirectory.com,0,0,0,0,0,2,0,0,0,0,0
veromi.com,0,0,0,0,0,1,0,0,0,0,0
tokiohotel.shop.bravadousa.com,0,0,1,0,0,1,0,0,10,0,0
wingchun.org,0,0,0,0,0,1,0,0,0,0,0
3hive.com,0,0,0,0,0,1,0,0,4,0,0
jewwatch.com,0,0,0,0,0,1,0,0,0,0,0
famouswhy.com,0,0,0,0,0,2,0,0,2,0,0
facebook.com,0,0,0,0,0,1,0,0,0,0,0
spotcrime.com,0,0,0,0,0,2,0,0,0,0,0
911tabs.com,0,0,0,0,0,4,0,0,3,0,0
shakira.com,0,0,0,0,0,7,0,0,1,0,0
dir.yahoo.com,0,0,0,0,0,3,0,0,0,0,0
udn.com,0,0,0,0,0,4,0,0,49,0,0
veromi.com,0,0,0,0,0,1,0,0,0,0,0
en.wikipedia.org,0,0,0,0,0,2,0,0,0,0,0
familytreemaker.genealogy.com,0,0,0,0,0,6,0,0,0,0,0
funtrivia.com,0,0,0,0,0,2,0,0,10,0,0
killerfilm.com,0,0,0,0,0,3,0,0,5,0,0
rogerscup.com,0,0,0,0,0,0,0,0,0,0,0
boards.ancestry.com,0,0,1,0,0,1,0,0,5,0,0
freepages.genealogy.rootsweb.ancestry.com,0,0,1,0,0,3,0,0,2,0,0
spokeo.com,0,0,0,0,0,1,0,0,0,1,0
en.wikipedia.org,0,0,0,0,0,2,0,0,0,0,0
bookrags.com,0,0,0,0,0,1,0,0,0,0,0
514-tickets.com,0,0,0,1,0,1,0,0,3,1,0
theheismanwinners.com,0,0,0,0,0,1,0,0,0,0,0
manpaper.com,0,0,0,0,0,1,0,0,4,0,0
holytrinityalcc.org,1,0,0,0,0,2,0,0,0,0,0
jillianmichaels.com,0,0,0,0,0,1,0,0,0,0,0
blogs.kansascity.com,0,0,0,0,0,4,0,0,6,0,0
blackcowboyassociation.org,0,0,0,0,0,0,0,0,0,0,0
portal.onlinedetective.com,0,0,0,0,0,3,0,0,1,0,0
en.wikipedia.org,0,0,0,0,0,2,0,0,0,0,0
waddywachtelinfo.com,0,0,0,0,0,1,0,0,1,0,0
facebook.com,0,0,0,0,0,3,0,0,15,0,0
hlj.com,0,0,0,0,0,2,0,0,5,0,0
freepages.genealogy.rootsweb.ancestry.com,0,0,1,0,0,2,0,0,0,0,0
flixster.com,0,0,0,0,0,2,0,0,0,0,0
myspace.com,0,0,0,0,0,1,0,0,0,0,0
linkedin.com,0,0,0,0,0,2,0,0,0,0,0
canadaschoolonline.com,1,0,0,0,0,3,0,0,0,1,0
wiki.answers.com,0,0,0,0,0,2,0,0,0,1,0
railroadsignals.us,0,0,0,0,0,3,0,0,1,0,0
youtube.com,0,0,0,0,0,1,0,0,2,0,0
pitchfork.com,0,0,0,0,0,3,0,0,4,1,0
reverbnation.com,0,0,0,0,0,1,0,0,0,0,0
luckyscent.com,0,0,0,0,0,4,0,1,5,0,0
travel.yahoo.com,0,0,0,0,0,1,0,0,6,0,0
myspace.com,0,0,0,0,0,1,0,0,0,0,0
blindness--trailer.blogspot.com,1,0,0,1,0,0,0,1,0,1,0
themeforest.net,0,0,0,0,0,4,0,0,8,0,0
carto.domtar.com,0,0,0,0,0,3,0,0,0,0,0
en-pi.facebook.com,0,0,0,1,0,1,0,0,2,0,0
loudfamily.com,0,0,0,0,0,1,0,0,0,0,0
aviationpros.com,0,0,0,0,0,3,0,0,8,1,0
butdoesitfloat.com,0,0,0,0,0,2,0,1,8,0,0
youtube.com,0,0,0,0,0,1,0,0,1,0,0
correios.com.br,0,0,0,0,0,4,0,0,0,1,0
hbs.edu,0,0,0,0,0,4,0,0,0,1,0
publicrecords.com,0,0,0,0,0,2,0,0,0,0,0
dsmsportsfreaks.com,1,0,0,0,0,3,0,0,12,1,0
mci.mndm.gov.on.ca,0,0,1,0,0,3,0,0,2,0,0
torcache.net,0,0,1,0,0,2,0,0,28,0,0
bandcamp.com,0,0,0,0,0,2,0,0,0,0,0
docstoc.com,0,0,0,0,0,3,0,0,8,0,0
lawrencechamber.com,0,0,0,0,0,5,0,0,3,0,0
blog.fairytalevegas.com,0,0,0,0,0,0,0,0,0,0,0
wn.com,0,0,0,0,0,1,0,0,0,0,0
associatedcontent.com,0,0,0,0,0,3,0,1,7,0,0
doocu.com,0,0,0,0,0,3,0,0,0,0,0
rbls.org,0,0,0,0,0,1,0,0,0,0,0
kotaku.com,0,0,0,0,0,1,0,0,10,1,0
travel.nytimes.com,0,0,0,0,0,8,0,0,5,0,0
hullnumber.com,0,0,0,0,0,1,0,0,1,0,0
cbc.ca,0,0,0,0,0,5,0,0,3,0,0
answers.com,0,0,0,0,0,2,0,0,1,1,0
ai.eecs.umich.edu,0,0,1,0,0,4,0,0,0,1,0
bookrags.com,0,0,0,0,0,1,0,0,0,0,0
facebook.com,0,0,0,0,0,1,0,0,0,0,0
pythia.uoregon.edu,0,0,0,0,0,4,0,0,9,1,0
en.wikipedia.org,0,0,0,0,0,2,0,0,0,0,0
yelp.com,0,0,0,0,0,2,0,0,0,0,0
stuffaboutnames.com,0,0,0,0,0,2,0,0,0,0,0
youtube.com,0,0,0,0,0,1,0,0,2,0,0
currentsnj.com,0,0,0,0,0,0,0,0,0,0,0
moneycentral.msn.com,0,0,0,0,0,2,0,0,0,0,0
torcache.net,0,0,1,0,0,2,0,0,35,0,0
campionclassof1961.homestead.com,0,0,0,0,0,1,0,0,4,0,0
whoulookingfor.com,1,0,0,0,0,2,0,0,0,1,0
linkedin.com,0,0,0,0,0,5,0,0,7,0,0
facebook.com,0,0,0,0,0,1,0,0,1,0,0
totalprosports.com,0,0,0,0,0,4,0,0,8,0,0
creditgate.com,0,0,0,0,0,2,0,0,0,0,0
jasonosman.com,1,0,0,0,0,0,0,0,0,0,0
rivals.yahoo.com,0,0,0,0,0,5,0,0,0,0,0
answers.com,0,0,0,0,0,2,0,0,0,1,0
dbpedia.org,0,0,0,0,0,2,0,0,0,0,0
thetrickery.com,0,0,0,0,0,0,0,0,8,0,0
patch.com,0,0,0,0,0,3,0,0,4,0,0
grey-nuns.org,0,0,0,1,0,1,0,0,0,0,0
blueollie.wordpress.com,0,0,0,0,0,4,0,0,12,0,0
duckduckgo.com,0,0,0,0,0,3,0,0,1,0,0
youtube.com,0,0,0,0,0,1,0,0,4,0,0
merriam-webster.com,0,0,0,1,0,2,0,0,0,1,0
absoluteastronomy.com,0,0,0,0,0,2,0,0,0,0,0
faculty.marianopolis.edu,0,0,1,0,0,4,0,0,0,1,0
,1,0,1,0,0,2,1,0,2,1,0
123people.com,0,0,0,0,0,2,0,0,3,0,0
sheridansd.ates.schoolfusion.us,0,0,0,0,0,0,0,0,0,0,0
gawker.com,0,0,0,0,0,1,0,0,10,0,0
ebay.com,0,0,0,0,0,2,0,0,0,0,0
youtube.com,0,0,0,0,0,1,0,0,3,0,0
thenextweb.com,0,0,0,0,0,6,0,0,8,0,0
dttw.gdhour.com,0,0,0,0,0,0,0,0,0,0,0
hockey-reference.com,0,0,0,1,0,3,0,0,2,0,0
spoke.com,0,0,0,0,0,4,0,0,0,0,0
jeffbennett.com,1,0,0,0,0,0,0,1,0,0,0
progarchives.com,0,0,0,0,0,1,0,0,4,0,0
profilecanada.com,0,0,0,0,0,1,0,0,6,0,0
duckduckgo.com,0,0,0,0,0,3,0,0,1,0,0
torcache.net,0,0,1,0,0,2,0,0,26,0,0
pioneerservices.com,0,0,0,0,0,0,0,0,0,0,0
kattunstuff.wordpress.com,0,0,0,0,0,4,0,0,8,0,0
goseattleu.com,0,0,0,0,0,1,0,0,12,0,0
syosetu.com,0,0,0,0,0,3,0,0,13,0,0
trempealeauarchers.com,1,0,0,0,0,0,0,0,2,0,0
hbdirect.com,0,0,0,0,0,1,0,1,0,0,0
tv.yahoo.com,0,0,0,0,0,3,0,0,6,0,0
uproxx.com,0,0,0,0,0,4,0,1,6,0,0
oefbzctty.bafenba.com,1,0,0,0,0,0,0,0,0,0,0
facebook.com,0,0,0,0,0,3,0,0,10,0,0
cbssports.com,0,0,0,0,0,5,0,0,6,0,0
veromi.com,0,0,0,0,0,1,0,0,0,0,0
mountainlaurelcabinrentals.com,0,0,0,0,0,0,0,0,0,0,0
imdb.com,0,0,0,0,0,2,0,0,7,0,0
abc.go.com,0,0,0,0,0,5,0,0,4,1,0
carrollscove.com,0,0,0,0,0,1,0,0,0,0,0
climaterealists.com,0,0,0,0,0,1,0,0,4,0,0
deafresources.info,1,0,0,0,0,0,0,0,0,1,0
en.wikipedia.org,0,0,0,0,0,2,0,0,0,0,0
fortune.com,0,0,0,0,0,4,0,0,8,0,0
artfact.com,0,0,0,0,0,2,0,1,5,0,0
youtube.com,0,0,0,0,0,1,0,0,1,0,0
en-gb.facebook.com,0,0,0,1,0,1,0,0,0,0,0
genealogytrails.com,0,0,0,0,0,3,0,0,8,0,0
airhighways.com,0,0,0,0,0,1,0,0,0,0,0
plaxo.com,0,0,0,0,0,5,0,0,4,1,0
qz.com,0,0,0,0,0,2,0,0,6,1,0
economicexpert.com,0,0,0,0,0,2,0,1,4,0,0
cascadeconference.org,0,0,0,0,0,5,0,0,13,0,0
kenh14.vn,1,0,0,0,0,2,0,0,20,1,0
custommusicent.com,0,0,0,0,0,0,0,1,0,0,0
wn.com,0,0,0,0,0,1,0,0,0,0,0
museesmontreal.org,0,0,0,0,0,1,0,0,3,0,0
yellowcocktailmusic.wordpress.com,0,0,0,0,0,4,0,0,8,0,0
putlocker.is,0,0,0,0,0,1,0,0,0,1,0
gomontreal.about.com,0,0,0,0,0,4,0,1,0,0,0
sourceforge.net,0,0,0,0,0,6,0,0,12,0,0
rosselliroofingandsiding.com,0,0,0,0,0,1,0,0,0,0,0
facebook.com,0,0,0,0,0,1,0,0,0,0,0
arnaudmaggs.ca,1,0,0,0,0,1,0,0,0,1,0
torcache.net,0,0,1,0,0,2,0,0,37,0,0
cheezburger.com,0,0,0,0,0,2,0,0,10,0,0
en.wikipedia.org,0,0,0,0,0,2,0,0,0,0,0
barnyardgardens.com,1,0,0,0,0,0,0,0,0,0,0
printsoldandrare.com,0,0,0,0,0,1,0,0,0,0,0
tabs.ultimate-guitar.com,0,0,0,1,0,3,0,0,0,0,0
bdnews24.com,0,0,0,0,0,5,0,0,10,0,0
sidneyrigdon.com,0,0,0,0,0,1,0,0,5,0,0
smirkingchimp.com,0,0,0,0,0,2,0,0,4,0,0
amazon.com,0,0,0,0,0,3,0,0,10,0,0
hobbylinc.com,0,0,0,0,0,3,0,0,5,0,0
mylife.com,0,0,0,0,0,1,0,0,0,0,0
jalopnik.com,0,0,0,0,0,2,0,0,10,1,0
fctcpa.com,1,0,0,0,0,0,0,0,0,0,0
ticketsinventory.com,0,0,0,0,0,2,0,0,0,0,0
youtube.com,0,0,0,0,0,1,0,0,4,0,0
education.yahoo.com,0,0,0,0,0,4,0,0,0,0,0
scotland.anglican.org,0,0,0,0,0,4,0,0,0,0,0
bcea3143.org,0,0,0,0,0,0,0,0,4,0,0
research.hrc.utexas.edu,0,0,1,0,0,2,0,0,0,1,0
en-pi.facebook.com,1,0,0,1,0,3,0,0,10,0,0
movies.askjolene.com,0,0,0,0,0,4,0,0,24,0,0
mylife.com,0,0,0,0,0,4,0,0,0,0,0
healthcarehiring.com,0,0,0,0,0,3,0,0,5,0,0
babepedia.com,0,0,0,0,0,2,0,0,0,0,0
myspace.com,0,0,0,0,0,1,0,0,9,0,0
associatedcontent.com,0,0,0,0,0,3,0,1,9,0,0
databasefootball.com,0,0,0,0,0,2,0,0,4,0,0
facebook.com,0,0,0,0,0,3,0,0,12,0,0
horseridingforbeginners.com,1,0,0,0,0,0,0,0,0,1,0
myspace.com,0,0,0,0,0,1,0,0,0,0,0
creative-productsinc.com,1,0,0,1,0,0,0,0,0,1,0
docstoc.com,0,0,0,0,0,3,0,0,7,0,0
kat.ph,1,0,0,0,0,1,0,0,11,1,0
en.wikipedia.org,0,0,0,0,0,2,0,0,0,0,0
community.webshots.com,0,0,0,0,0,5,0,0,0,0,0
facebook.com,0,0,0,0,0,3,0,0,15,0,0
pender.ces.ncsu.edu,0,0,1,0,0,1,0,0,0,1,0
local.yahoo.com,0,0,0,0,0,1,0,0,8,0,0
imdb.com,0,0,0,0,0,2,0,0,0,0,0
irazoo.com,0,0,0,0,0,2,0,0,0,0,0
babyfit.sparkpeople.com,0,0,0,0,0,1,0,0,5,0,0
fannyallen.org,0,0,0,0,0,0,0,0,0,0,0
facebook.com,0,0,0,0,0,1,0,0,0,0,0
music.yahoo.com,0,0,0,0,0,1,0,0,0,0,0
dcunited.theoffside.com,0,0,0,0,0,0,0,0,0,1,0
virtualwall.org,0,0,0,0,0,2,0,0,2,0,0
dailygazette.com,0,0,0,0,0,5,0,0,12,0,0
greenwichctdentist.com,0,0,0,0,0,2,0,1,0,0,0
xvideo-jp.com,0,0,0,1,0,3,0,0,19,0,0
therecordrebellion.com,1,0,0,0,0,4,0,0,10,1,0
candy.about.com,0,0,0,0,0,4,0,1,2,0,0
familytreemaker.genealogy.com,0,0,0,0,0,6,0,0,5,0,0
wiki.answers.com,0,0,0,0,0,2,0,0,0,1,0
luxuryinstitute.com,0,0,0,0,0,0,0,0,0,0,0
csspmission.over-blog.com,0,0,0,1,0,1,0,0,2,1,0
houseofnames.com,0,0,0,0,0,1,0,0,0,0,0
spoke.com,0,0,0,0,0,3,0,0,1,0,0
pornsharing.com,0,0,0,0,0,1,0,0,5,0,0
myspace.com,0,0,0,0,0,1,0,0,0,0,0
en.wikipedia.org,0,0,0,0,0,2,0,0,4,0,0
myshadesmagazine.net,1,0,0,0,0,0,0,0,0,1,0
katherinerhoda.com,0,0,0,0,0,0,0,0,0,0,0
software-companies-list.com,1,0,0,1,0,1,0,1,0,1,0
gizmodo.com,0,0,0,0,0,2,0,0,7,1,0
brighthub.com,0,0,0,0,0,4,0,0,4,0,0
ufc.com,0,0,0,0,0,2,0,0,0,0,0
usidentify.com,0,0,0,0,0,1,0,0,0,0,0
trueknowledge.com,0,0,0,0,0,2,0,0,0,0,0
celebritybabyscoop.com,0,0,0,0,0,3,0,0,4,0,0
blog.lib.umn.edu,0,0,1,0,0,2,0,0,9,1,0
wendylynncustomhomes.com,1,0,0,0,0,0,0,0,0,1,0
christianacare.org,0,0,0,0,0,0,0,0,0,0,0
en.wikipedia.org,0,0,0,0,0,2,0,0,0,0,0
housing.wisc.edu,0,0,0,0,0,1,0,0,0,1,0
sloveniaholidays.com,0,0,0,0,0,2,0,0,0,0,0
whitehousemainwaring.com,1,0,0,0,0,0,0,0,0,0,0
people.famouswhy.com,0,0,0,0,0,1,0,0,0,0,0
plus.google.com,0,0,0,0,0,1,0,0,21,0,0
filecatch.com,0,0,0,0,0,0,0,0,0,0,0
espn.go.com,0,0,0,0,0,7,0,0,4,1,0
users.usinternet.com,0,0,0,0,0,2,0,1,0,0,0
bookdaily.com,0,0,0,0,0,0,0,0,0,0,0
county.org,0,0,0,0,0,6,0,0,4,0,0
youtube.com,0,0,0,0,0,1,0,0,0,0,0
catherineholmanfolkart.blogspot.com,1,0,0,0,0,0,0,1,0,1,0
twitter.com,0,0,0,0,0,1,0,0,90,1,0
fantasysp.com,0,0,0,0,0,5,0,0,11,0,0
bridgehunter.com,0,0,0,0,0,2,0,0,0,1,0
razorianfly.com,0,0,0,0,0,4,0,0,8,0,0
realtor.com,0,0,0,0,0,3,0,0,0,0,0
nickverrreos.blogspot.com,1,0,0,0,0,3,0,1,10,1,0
ted.com,0,0,0,0,0,2,0,0,0,0,0
extratorrent.cc,0,0,1,0,0,3,0,0,21,0,0
epilepsyfoundation.org,0,0,0,0,0,3,0,0,0,0,0
articles.sfgate.com,0,0,0,0,0,3,0,0,17,1,0
amazon.co.uk,0,0,0,0,0,3,0,0,6,0,0
med.nyu.edu,0,0,0,0,0,2,0,0,2,1,0
stuffaboutnames.com,0,0,0,0,0,2,0,0,0,0,0
babyfit.sparkpeople.com,0,0,0,0,0,1,0,0,5,0,0
sunsetclassics.com,0,0,0,0,0,1,0,0,8,0,0
uslsoccer.com,0,0,0,0,0,3,0,0,9,0,0
intermatwrestle.com,0,0,0,0,0,2,0,0,4,0,0
censor.net.ua,0,0,0,0,0,3,0,0,6,0,0
en.wikipedia.org,0,0,0,0,0,2,0,0,0,0,0
extratorrent.cc,0,0,0,0,0,3,0,0,14,0,0
facebook.com,0,0,0,0,0,3,0,0,12,0,0
youtube.com,0,0,0,0,0,1,0,0,1,0,0
lawyersbystate.net,0,0,0,0,0,3,0,0,6,0,0
facebook.com,0,0,0,0,0,1,0,0,0,0,0
historyorb.com,0,0,0,0,0,3,0,0,2,0,0
facebook.com,0,0,0,0,0,3,0,0,9,0,0
burbed.com,0,0,0,0,0,0,0,0,0,1,0
ticketliquidator.com,0,0,0,0,0,2,0,0,0,0,0
pornstars.xondemand.com,0,0,0,0,0,2,0,0,0,0,0
doctorbonesandamyshow.blogspot.com,1,0,0,0,0,3,0,1,6,1,0
censor.net.ua,0,0,0,0,0,3,0,0,6,0,0
dtmdb.com,1,0,0,0,0,2,0,0,0,1,0
movies.yahoo.com,0,0,0,0,0,3,0,0,10,0,0
emilive.com,0,0,0,0,0,3,0,0,5,0,0
city-data.com,0,0,0,1,0,2,0,0,0,0,0
